"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ENSG00000005469" 588.355674134396 1.46061298277769 0.355302985792079 4.11089419786758 3.9412978133669e-05 0.0115632960893996
"ENSG00000006468" 155.145173561023 -1.93797427797461 0.602495722803999 -3.21657765295881 0.00129729420749409 0.0874746951338875
"ENSG00000006638" 30.7844702353361 -2.20838551532148 0.665735525454729 -3.31721146143289 0.000909207736658743 0.0707978446929876
"ENSG00000006788" 29.4597606795283 -2.98833010473335 0.875777386046534 -3.41220286381609 0.000644401374904159 0.0563254535101413
"ENSG00000007306" 437.232062423652 4.71400051492418 1.17991849741257 3.99519163845761 6.46419433905783e-05 0.0157769265016054
"ENSG00000008083" 926.142703885398 1.20138489272542 0.306765304038762 3.91629978002211 8.99184267115125e-05 0.0189478384105492
"ENSG00000008853" 247.980657941319 -2.37604971255862 0.724929306622643 -3.27762954380799 0.00104682683399966 0.0766710412212168
"ENSG00000016602" 2188.98678410884 3.30905178269945 0.481687940624405 6.86970028439985 6.43369310460872e-12 3.41629103854723e-08
"ENSG00000019169" 43.6416271581163 -3.5683202516907 0.815604971699784 -4.37505946567986 1.21399379137011e-05 0.00477504224605578
"ENSG00000021826" 125.709204858189 -3.07046936123074 0.928133736394431 -3.30821867671651 0.000938914642174389 0.0722556050716812
"ENSG00000023171" 361.415847037552 -2.84469340175524 0.82960778804378 -3.42896178501776 0.000605894832873848 0.054476294457854
"ENSG00000030419" 1017.69337938795 1.96387724421738 0.534933964254204 3.67125173469848 0.000241365462426353 0.0328008782912781
"ENSG00000034053" 283.253135039098 -1.39689897356125 0.363255891441345 -3.84549571383016 0.000120308967644063 0.0214116268253274
"ENSG00000047634" 209.580970107865 1.09631432419399 0.324680505363106 3.37659423982949 0.000733892263487364 0.0623514867058864
"ENSG00000047936" 235.831879853665 -3.82941486240838 1.17532929122 -3.25816338537212 0.00112135823915221 0.0804650304040303
"ENSG00000048342" 492.956964854236 -1.40118198162866 0.276313097791324 -5.07099371267174 3.95743848204112e-07 0.000373154146116968
"ENSG00000059573" 1917.9374699995 -1.13010918996823 0.348587129671497 -3.24197049682592 0.0011870631065558 0.0827147154143741
"ENSG00000060718" 463.864970534542 -4.67469256798139 0.808108179714054 -5.78473611000388 7.26262490104573e-09 1.13663458849978e-05
"ENSG00000067715" 7.05276976623817 -5.94489248595614 1.56512702541567 -3.79834504766621 0.000145665448773653 0.0234305184926764
"ENSG00000069482" 57.5156917304142 -6.09999649198949 1.29110287569262 -4.72464015597295 2.30523183087367e-06 0.00144009188493402
"ENSG00000072110" 3775.96242985349 -1.4432827451982 0.364453548733827 -3.96012811567455 7.4909564313452e-05 0.0172943385436709
"ENSG00000073146" 276.394508839843 -4.63884270385522 0.891329536718115 -5.20440814845594 1.9461585260265e-07 0.000206682035464015
"ENSG00000073712" 235.800826594292 -2.20309034777704 0.577449948562435 -3.81520572174549 0.000136069526496759 0.022580368969151
"ENSG00000075399" 289.468885047425 1.10156762758809 0.318659875248937 3.45687585149383 0.000546476547708549 0.0525210944494551
"ENSG00000079215" 700.501572597022 2.15921093247986 0.598962242961773 3.60491993919835 0.000312249171960422 0.0387846339908735
"ENSG00000080200" 1514.98629003167 1.16303875697995 0.36609808019713 3.17685019367952 0.00148883919807705 0.0943968494541986
"ENSG00000081026" 1895.21615693996 1.72306945421188 0.511512643418633 3.36857646899195 0.000755574344517436 0.0632893143271974
"ENSG00000081913" 656.707879217838 1.10940941565258 0.302283079489443 3.67010094487053 0.000242454703000502 0.0328008782912781
"ENSG00000085433" 786.278027898121 1.04122105167597 0.279875087666896 3.72030629934174 0.000198981305085324 0.0289476912329608
"ENSG00000086544" 1998.79162693211 1.77568461578917 0.508772247984046 3.49013654503587 0.00048277380836832 0.0496570582796578
