"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000000003.15"	8.46514239613539	0.324474958291876	0.764099342139336	0.424650225955444	0.671091673278869	0.987863100125902
"ENSG00000000005.6"	8.23786171858338	0.0551453611695249	1.1689199006659	0.0471763387192829	0.962372685486787	0.998112432116543
"ENSG00000000419.14"	490.195949456527	0.282603097744419	0.38242570570178	0.738975161792069	0.459922079939359	0.967071650899276
"ENSG00000000457.14"	139.025195465199	0.139997706991257	0.347673885973852	0.402669606890711	0.687191295566233	0.988935275563534
"ENSG00000000460.17"	0.204362036870172	0.917868962470634	3.35045183245422	0.273953785450571	0.784120137243892	NA
"ENSG00000000971.16"	236.182705337807	0.583394881278837	0.483589279807069	1.20638505781515	0.227669054720388	0.896130213904094
"ENSG00000001036.14"	295.712950574958	-0.624648443433829	0.47789127708593	-1.30709321007655	0.191181057024026	0.874660408997155
"ENSG00000001084.13"	516.815001406848	0.372648563011718	0.592794406118093	0.62863036352182	0.529591077191458	0.978143420589918
"ENSG00000001167.15"	0.465095798771877	0.881229605043267	3.23759816509197	0.272186219570035	0.785478837169002	NA
"ENSG00000001460.18"	7.72484748550842	1.35648166775432	0.809552783525448	1.67559385300005	0.0938177736732507	0.75854422049434
"ENSG00000001461.17"	27.713922195553	0.136965170606505	0.530746726173254	0.258061263220669	0.796359626702409	0.99281256753434
"ENSG00000001497.18"	74.0893849870404	-0.262663375524053	0.484640197784008	-0.541976040627806	0.58783501136759	0.984998940972467
"ENSG00000001561.7"	75.1409546727232	-1.63990736410485	0.960516576626036	-1.70731812861084	0.0877629383615598	0.744353238141615
"ENSG00000001617.12"	81.6786868234101	1.11998280427463	0.655688553635634	1.70810180849521	0.0876174534101886	0.744353238141615
"ENSG00000001629.10"	724.960441834794	-0.320171572648168	0.327168577875624	-0.97861345587376	0.327771008147977	0.932243263604219
"ENSG00000001630.17"	87.8372195752699	-0.478676360604552	0.557630201464719	-0.85841182803087	0.390665098618834	0.951847099706444
