"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000000003.15"	554.726503540668	0.96500551406392	0.509262500364408	1.89490785866503	0.0581046098613587	0.48675042741252
"ENSG00000000005.6"	9.08596273864036	-0.0677900990790683	1.2368224775141	-0.0548098860681447	0.956289924300166	0.993467336611204
"ENSG00000000419.14"	1036.81830284711	0.327718522850711	0.308104007555045	1.0636619934006	0.287481847712043	0.81430467444322
"ENSG00000000457.14"	476.030345269112	0.523551743834304	0.362622394011995	1.44379319225659	0.148797157545113	0.682390732135879
"ENSG00000000460.17"	1051.38809813337	0.261632426443246	0.305148494023097	0.857393798651496	0.391227285359787	0.86368185186297
"ENSG00000000938.13"	100.588036612152	0.325292605310832	0.45769763277865	0.710715070418879	0.477260818887868	0.897564162411063
"ENSG00000000971.16"	6612.55659207165	0.857425616351934	0.452086223233453	1.89659753446892	0.0578810762542456	0.48644792501635
"ENSG00000001036.14"	39.7855391411514	-0.777591510898627	0.450698150591557	-1.72530441910625	0.0844726259830757	0.56548256574399
"ENSG00000001084.13"	1864.41529504979	0.452685495504683	0.60216725773982	0.751760394950395	0.452195163279501	0.890911790458839
"ENSG00000001460.18"	55.4553006118669	0.540355548663953	0.396592213374359	1.3624966160238	0.173041211374328	0.71721627715117
"ENSG00000001461.17"	558.972725596674	0.231999834847833	0.412257523009772	0.562754642181104	0.573601970305807	0.924631519112008
"ENSG00000001497.18"	932.549657098475	-0.010682374888913	0.38961116192867	-0.027418041197877	0.978126308862599	0.996265117086679
"ENSG00000001561.7"	73.4261112489003	-1.53460885258363	0.976811386002874	-1.57103907117962	0.11617357361684	0.627844763999156
"ENSG00000001617.12"	1254.73778791285	0.876937001946335	0.528238783746284	1.6601147604632	0.0968913680559248	0.596781580586224
"ENSG00000001626.16"	80.5703454322647	0.843234777519231	1.81644936566478	0.464221460536351	0.64248908719877	0.944108577257363
"ENSG00000001629.10"	1903.53872327128	-0.162407577101588	0.245367882588529	-0.661894194905443	0.508039032413184	0.909346293317016
"ENSG00000001631.16"	0.183889847936367	-1.51936376604419	3.34662369549215	-0.45399898652805	0.649829556242409	NA
"ENSG00000002016.18"	344.766057284018	-0.00387095264017104	0.319284114959776	-0.0121238497588855	0.990326804433987	0.998198558819752
"ENSG00000002330.14"	21.0163482683033	-0.357148476520714	0.582457294584876	-0.613175386146134	0.53976037796187	0.917174643372402
"ENSG00000002549.13"	719.829592982928	0.152024328553288	0.462388864519959	0.328780254496647	0.742321788755408	0.962024511721584
"ENSG00000002586.20"	4646.51307818362	-0.505791369622597	0.40695262793873	-1.24287530021491	0.213913788839504	0.76319772920993
"ENSG00000002587.10"	51.3563956203369	0.92273235995931	0.449426075033054	2.05313490075413	0.0400594959285998	0.42385282987678
"ENSG00000002726.21"	7.19472632405076	-0.798481852975335	1.12219621900129	-0.711534969959134	0.476752788605272	0.897564162411063
"ENSG00000002745.13"	16.4468007213888	1.25434693165753	0.779101319223028	1.60999205200737	0.10739959142989	0.614979627428645
"ENSG00000002746.15"	126.720861378243	-1.90439437386222	0.621745206795089	-3.06298199495386	0.00219143244799608	0.102361159835613
"ENSG00000002834.18"	796.065921427229	0.0469229884542702	0.326506089300142	0.143712445164035	0.885727543399823	0.98180511834304
"ENSG00000002919.15"	209.274309723652	0.0504357071549053	0.335819169113981	0.150187100063328	0.880617003116165	0.980789107168906
"ENSG00000002933.9"	89.6605928654247	-0.616723639571231	0.490080465101587	-1.25841302293776	0.208242424553847	0.754469566643183
"ENSG00000003056.8"	1202.04583902222	-0.308740037845718	0.338669573889724	-0.911626144326295	0.361965554747922	0.853239707918993
"ENSG00000003096.14"	241.720334199264	1.99526628594094	0.70833990346243	2.81682039397737	0.00485016401577831	0.154429578892088
"ENSG00000003137.9"	270.356284941046	-1.20335959532885	0.687987037141447	-1.74910213472735	0.0802733663059776	0.554170975602168
"ENSG00000003147.19"	185.415419062985	-2.21369397225586	0.859025413565037	-2.57698309886878	NA	NA
"ENSG00000003249.15"	20.7519267388587	0.189779207457788	0.69708953057788	0.272245097843405	0.785433567823023	0.966154581466833
