"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000223972.5"	70.2530012716948	-1.59351588639461	0.896121956635222	-1.77823551202559	0.0753651827554115	0.576461217780929
"ENSG00000227232.5"	101.469494363957	-0.434893846120587	0.429746220654678	-1.01197829141596	0.311548433160015	0.853796264684955
"ENSG00000243485.5"	0.414284715224173	0.654131270678094	3.33317974747469	0.196248423498217	0.844415728407129	NA
"ENSG00000237613.2"	2.4380656072152	0.97283523242375	2.19240577786639	0.443729551456709	0.657238127346536	NA
"ENSG00000186092.7"	0.323809172108631	2.12705246770325	3.31018282757627	0.642578545808203	0.520497607839428	NA
"ENSG00000238009.6"	4.31150209616473	-3.4166207493003	1.95691276059322	-1.74592389507675	0.0808241771181724	0.588315806028095
"ENSG00000233750.3"	0.559450485525712	-1.31960841544518	3.29917914313124	-0.399980831047793	0.689170635538916	NA
"ENSG00000268903.1"	258.418281356279	-1.17141830659989	0.517806027121443	-2.26227244420458	0.0236805758324773	0.359011727824282
"ENSG00000269981.1"	447.436246007582	-0.965439421254036	0.515091864422334	-1.87430531898763	0.06088835482994	0.530028137945871
"ENSG00000239906.1"	13.2756156206143	1.89889097009538	3.07492524738842	0.617540531012302	0.536878255979358	0.934398404959767
"ENSG00000241860.7"	4.75998376570037	-0.929900791760966	1.15108561599734	-0.80784676555555	0.419178799841516	0.899504531519659
"ENSG00000279928.2"	15.9729126010506	-0.287666556038534	0.904806788834764	-0.317931473976891	0.750536917537539	0.969494868849804
"ENSG00000279457.4"	4007.02764131934	0.0274181841881906	0.349479726089306	0.0784542911687649	0.93746668846331	0.993461057097534
"ENSG00000228463.10"	45.3022506920551	0.192828537511046	1.00070628879104	0.19269244099985	0.847199843720973	0.980788394867469
"ENSG00000236679.2"	169.612828350594	0.602020441636598	0.553728786109557	1.08721174831154	0.276943239918939	0.834659696315697
"ENSG00000236601.2"	1.2358206745679	0.209988979546122	2.02606640998666	0.103643680439628	0.917452122325994	NA
"ENSG00000237094.12"	320.265617931923	-0.750543560182352	0.425401357293033	-1.7643186776796	0.0776783410872582	0.582267343913855
"ENSG00000284733.2"	2.97055042606191	4.08908039177385	2.30853983491599	1.77128431137627	0.0765134350049686	NA
"ENSG00000250575.1"	49.6111233187003	-1.5498933610281	0.668800294168728	-2.31742326452548	0.0204806862525261	0.331944463395894
"ENSG00000230021.10"	97.4916435506815	-0.712982438571604	0.872378886934388	-0.817285297993723	0.413765406591822	0.898241048411685
"ENSG00000225972.1"	0.313757275640218	2.08406843734438	3.31363452193945	0.628937326535513	0.529390087956972	NA
"ENSG00000225630.1"	2.85718504316784	1.20636675828533	1.2150209917908	0.992877297129891	0.320769754782642	NA
"ENSG00000237973.1"	0.287427024318033	-0.213874880662377	3.3516591598005	-0.0638116438650962	0.949120206692767	NA
"ENSG00000229344.1"	0.649911398403847	-0.58287020940028	3.19519612563871	-0.18242079249009	0.85525250951964	NA
